temperature,fanspeed,code
18,100,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,3300"
19,25,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,3300"
19,50,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,3300"
19,75,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,60,12,24,12,3300"
19,100,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,24,12,3300"
20,25,"sendir,1:1,2,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,24,12,24,12,3300"
20,50,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,24,12,60,12,24,12,3300"
20,75,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,24,12,3300"
20,100,"sendir,1:1,2,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,3300"
21,25,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,3300"
21,50,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,3300"
21,75,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,3300"
21,100,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,24,12,3300"
22,25,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,24,12,60,12,24,12,24,12,3300"
