temperature,fanspeed,code
22,50,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,60,12,24,12,3300"
22,75,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,24,12,60,12,60,12,24,12,3300"
22,100,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,24,12,24,12,3300"
23,25,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,60,12,24,12,24,12,3300"
23,50,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,24,12,3300"
23,75,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,60,12,60,12,24,12,3300"
23,100,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,3300"
24,25,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,3300"
24,50,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,3300"
24,75,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,60,12,60,12,24,12,3300"
24,100,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,60,12,24,12,24,12,24,12,3300"
25,25,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,3300"
25,50,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,24,12,3300"
25,75,"sendir,1:1,1,33512,1,1,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,60,12,24,12,984,168,72,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,60,12,60,12,24,12,60,12,60,12,60,12,60,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,24,12,24,12,60,12,60,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,60,12,24,12,24,12,60,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,24,12,60,12,60,12,60,12,24,12,3300"
